0,1,2,3,4
0.36,0.5200000000000001,0.588,0.5479999999999999,0.39
0.36,0.5200000000000001,0.588,0.386,0.5519999999999999
0.36,0.5200000000000001,0.588,0.5519999999999999,0.386
0.36,0.5200000000000001,0.588,0.4680000000000001,0.47000000000000003
0.36,0.5200000000000001,0.588,0.558,0.38000000000000006
0.36,0.5200000000000001,0.572,0.564,0.39
0.36,0.5200000000000001,0.612,0.35600000000000004,0.558
0.36,0.5200000000000001,0.6980000000000001,0.36000000000000004,0.4680000000000001
0.36,0.5200000000000001,0.6839999999999999,0.45599999999999996,0.386
0.36,0.5200000000000001,0.6839999999999999,0.36000000000000004,0.48200000000000004
0.36,0.5200000000000001,0.5940000000000001,0.542,0.39
0.36,0.5200000000000001,0.5940000000000001,0.35600000000000004,0.576
0.36,0.5200000000000001,0.5940000000000001,0.45599999999999996,0.4760000000000001
0.36,0.5200000000000001,0.5940000000000001,0.36000000000000004,0.572
0.36,0.5200000000000001,0.604,0.532,0.39
0.36,0.5200000000000001,0.604,0.518,0.404
0.36,0.5200000000000001,0.622,0.518,0.386
0.36,0.5200000000000001,0.40800000000000003,0.564,0.554
0.36,0.5200000000000001,0.40800000000000003,0.648,0.47000000000000003
0.36,0.5200000000000001,0.40800000000000003,0.706,0.41200000000000003
0.36,0.5200000000000001,0.40800000000000003,0.6,0.518
0.36,0.5200000000000001,0.40800000000000003,0.7580000000000001,0.36000000000000004
0.36,0.5200000000000001,0.564,0.564,0.398
0.36,0.5200000000000001,0.564,0.576,0.386
0.36,0.5200000000000001,0.7180000000000001,0.422,0.386
0.36,0.5200000000000001,0.628,0.422,0.4760000000000001
0.36,0.5200000000000001,0.646,0.41200000000000003,0.4680000000000001
0.36,0.5200000000000001,0.6140000000000001,0.522,0.39
0.36,0.5200000000000001,0.6140000000000001,0.422,0.49000000000000005
0.36,0.5200000000000001,0.6140000000000001,0.41200000000000003,0.5
0.36,0.5200000000000001,0.534,0.522,0.47000000000000003
0.36,0.5200000000000001,0.534,0.636,0.35600000000000004
0.36,0.5200000000000001,0.534,0.606,0.386
0.36,0.5200000000000001,0.534,0.422,0.5700000000000001
0.36,0.5200000000000001,0.534,0.41200000000000003,0.58
0.36,0.5200000000000001,0.4840000000000001,0.564,0.47800000000000004
0.36,0.5200000000000001,0.4840000000000001,0.576,0.466
0.36,0.5200000000000001,0.4840000000000001,0.662,0.38000000000000006
0.36,0.5200000000000001,0.4840000000000001,0.686,0.35600000000000004
0.36,0.5200000000000001,0.4840000000000001,0.682,0.36000000000000004
0.36,0.5200000000000001,0.4840000000000001,0.63,0.41200000000000003
0.36,0.5200000000000001,0.4840000000000001,0.62,0.422
0.36,0.5200000000000001,0.51,0.5940000000000001,0.422
0.36,0.5200000000000001,0.51,0.532,0.4840000000000001
0.36,0.5200000000000001,0.51,0.618,0.398
0.36,0.5200000000000001,0.51,0.518,0.49800000000000005
0.36,0.5200000000000001,0.51,0.63,0.386
0.36,0.5200000000000001,0.51,0.604,0.41200000000000003
0.36,0.5200000000000001,0.51,0.656,0.36000000000000004
0.36,0.5200000000000001,0.44400000000000006,0.7260000000000001,0.35600000000000004
0.36,0.5200000000000001,0.44400000000000006,0.67,0.41200000000000003
0.36,0.5200000000000001,0.44400000000000006,0.532,0.55
0.36,0.5200000000000001,0.44400000000000006,0.518,0.564
0.36,0.5200000000000001,0.44400000000000006,0.7020000000000001,0.38000000000000006
0.36,0.5200000000000001,0.44400000000000006,0.66,0.422
0.36,0.5200000000000001,0.44400000000000006,0.7220000000000001,0.36000000000000004
0.36,0.5980000000000001,0.51,0.5479999999999999,0.39
0.36,0.5980000000000001,0.51,0.386,0.5519999999999999
0.36,0.5980000000000001,0.51,0.5519999999999999,0.386
0.36,0.5980000000000001,0.51,0.4680000000000001,0.47000000000000003
0.36,0.5980000000000001,0.51,0.558,0.38000000000000006
0.36,0.6160000000000001,0.426,0.6140000000000001,0.39
0.36,0.6160000000000001,0.426,0.534,0.47000000000000003
0.36,0.6160000000000001,0.316,0.40800000000000003,0.706
0.36,0.6160000000000001,0.316,0.646,0.4680000000000001
0.36,0.6160000000000001,0.316,0.6140000000000001,0.5
0.36,0.6160000000000001,0.316,0.534,0.58
0.36,0.6160000000000001,0.316,0.4840000000000001,0.63
0.36,0.6160000000000001,0.316,0.51,0.604
0.36,0.6160000000000001,0.316,0.44400000000000006,0.67
0.36,0.6160000000000001,0.32599999999999996,0.7180000000000001,0.386
0.36,0.6160000000000001,0.32599999999999996,0.628,0.4760000000000001
0.36,0.6160000000000001,0.32599999999999996,0.6140000000000001,0.49000000000000005
0.36,0.6160000000000001,0.32599999999999996,0.534,0.5700000000000001
0.36,0.6160000000000001,0.32599999999999996,0.4840000000000001,0.62
0.36,0.6160000000000001,0.32599999999999996,0.51,0.5940000000000001
0.36,0.6160000000000001,0.32599999999999996,0.44400000000000006,0.66
0.36,0.66,0.392,0.604,0.39
0.36,0.66,0.392,0.51,0.4840000000000001
0.36,0.66,0.392,0.44400000000000006,0.55
0.36,0.66,0.316,0.40800000000000003,0.662
0.36,0.66,0.316,0.51,0.5599999999999999
0.36,0.66,0.316,0.44400000000000006,0.626
0.36,0.66,0.378,0.604,0.404
0.36,0.66,0.378,0.622,0.386
0.36,0.66,0.378,0.40800000000000003,0.6
0.36,0.66,0.378,0.51,0.49800000000000005
0.36,0.66,0.378,0.44400000000000006,0.564
0.36,0.66,0.49000000000000005,0.51,0.386
0.36,0.5960000000000001,0.488,0.572,0.39
0.36,0.5960000000000001,0.488,0.40800000000000003,0.554
0.36,0.5960000000000001,0.488,0.564,0.398
0.36,0.5960000000000001,0.488,0.4840000000000001,0.47800000000000004
0.36,0.5960000000000001,0.5,0.564,0.386
0.36,0.5960000000000001,0.5,0.4840000000000001,0.466
0.36,0.5960000000000001,0.5860000000000001,0.4840000000000001,0.38000000000000006
0.36,0.5960000000000001,0.392,0.668,0.39
0.36,0.5960000000000001,0.392,0.4840000000000001,0.5740000000000001
0.36,0.5960000000000001,0.316,0.40800000000000003,0.7260000000000001
0.36,0.5960000000000001,0.316,0.4840000000000001,0.65
0.36,0.5960000000000001,0.32599999999999996,0.4840000000000001,0.64
0.36,0.5960000000000001,0.378,0.668,0.404
0.36,0.5960000000000001,0.378,0.40800000000000003,0.664
0.36,0.5960000000000001,0.378,0.4840000000000001,0.588
0.36,0.5760000000000001,0.532,0.5479999999999999,0.39
0.36,0.5760000000000001,0.532,0.386,0.5519999999999999
0.36,0.5760000000000001,0.532,0.5519999999999999,0.386
0.36,0.5760000000000001,0.532,0.4680000000000001,0.47000000000000003
0.36,0.5760000000000001,0.532,0.558,0.38000000000000006
0.36,0.5760000000000001,0.426,0.6540000000000001,0.39
0.36,0.5760000000000001,0.488,0.592,0.39
0.36,0.5760000000000001,0.488,0.584,0.398
0.36,0.5760000000000001,0.488,0.504,0.47800000000000004
0.36,0.5760000000000001,0.5,0.584,0.386
0.36,0.5760000000000001,0.5,0.504,0.466
0.36,0.5760000000000001,0.5860000000000001,0.504,0.38000000000000006
0.36,0.5760000000000001,0.392,0.688,0.39
0.36,0.5760000000000001,0.392,0.504,0.5740000000000001
0.36,0.5760000000000001,0.392,0.594,0.4840000000000001
0.36,0.5760000000000001,0.316,0.686,0.4680000000000001
0.36,0.5760000000000001,0.316,0.672,0.48200000000000004
0.36,0.5760000000000001,0.316,0.6540000000000001,0.5
0.36,0.5760000000000001,0.316,0.504,0.65
0.36,0.5760000000000001,0.316,0.594,0.5599999999999999
0.36,0.5760000000000001,0.32599999999999996,0.7580000000000001,0.386
0.36,0.5760000000000001,0.32599999999999996,0.6540000000000001,0.49000000000000005
0.36,0.5760000000000001,0.32599999999999996,0.504,0.64
0.36,0.5760000000000001,0.378,0.688,0.404
0.36,0.5760000000000001,0.378,0.706,0.386
0.36,0.5760000000000001,0.378,0.504,0.588
0.36,0.5760000000000001,0.378,0.594,0.49800000000000005
0.36,0.5760000000000001,0.378,0.624,0.4680000000000001
0.36,0.5760000000000001,0.49000000000000005,0.594,0.386
0.36,0.562,0.546,0.5479999999999999,0.39
0.36,0.562,0.546,0.386,0.5519999999999999
0.36,0.562,0.546,0.5519999999999999,0.386
0.36,0.562,0.546,0.4680000000000001,0.47000000000000003
0.36,0.562,0.546,0.558,0.38000000000000006
0.36,0.562,0.48199999999999993,0.612,0.39
0.36,0.562,0.48199999999999993,0.44400000000000006,0.558
0.36,0.562,0.48199999999999993,0.534,0.4680000000000001
0.36,0.562,0.5700000000000001,0.35600000000000004,0.558
0.36,0.562,0.7,0.316,0.4680000000000001
0.36,0.6020000000000001,0.48199999999999993,0.572,0.39
0.36,0.6020000000000001,0.48199999999999993,0.40800000000000003,0.554
0.36,0.6020000000000001,0.48199999999999993,0.564,0.398
0.36,0.6020000000000001,0.48199999999999993,0.4840000000000001,0.47800000000000004
0.36,0.558,0.51,0.588,0.39
0.36,0.558,0.5660000000000001,0.532,0.39
0.36,0.558,0.5660000000000001,0.518,0.404
0.36,0.558,0.682,0.41600000000000004,0.39
0.36,0.558,0.682,0.402,0.404
0.36,0.558,0.616,0.48199999999999993,0.39
0.36,0.558,0.706,0.392,0.39
0.36,0.558,0.706,0.378,0.404
0.36,0.632,0.51,0.43600000000000005,0.4680000000000001
0.36,0.632,0.5860000000000001,0.36000000000000004,0.4680000000000001
0.36,0.632,0.63,0.316,0.4680000000000001
0.36,0.618,0.51,0.532,0.386
0.36,0.618,0.51,0.43600000000000005,0.48200000000000004
0.36,0.618,0.5860000000000001,0.45599999999999996,0.386
0.36,0.618,0.5860000000000001,0.36000000000000004,0.48200000000000004
0.36,0.618,0.63,0.316,0.48200000000000004
0.36,0.528,0.51,0.618,0.39
0.36,0.528,0.51,0.532,0.4760000000000001
0.36,0.528,0.51,0.43600000000000005,0.572
0.36,0.528,0.5860000000000001,0.542,0.39
